;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Дорога:  Октябрьская;;;;;;;;;Прогноз погоды:;;;;;;Вт 26.ноя.;;;;-;Чт 28.ноя. 2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Регион;;;;Вид осадков.;;;;Осадки, мм/12ч.;;;;;;Температура возд, гр.С.;;;;;;Высота снега,см;;;;;;Порывы ветра, м/с;;;;;;;Гололед;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Станция;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;Вт 26.ноя;;Ср 27.ноя;;Чт 28.ноя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;н;д;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Моск;Москва;;;;;*;· *;0;0;0;0;1;2;-4;+0;-6;-1;-4;+0;3;3;3;0;0;0;12;9;7;4;3;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Моск;Тверь;·;;;*;;· *;2;0;0;1;0;1;-3;+1;-6;-2;-9;+0;13;11;10;0;0;0;13;13;13;8;3;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Моск;Бологое;;;· *;;· *;· *;0;0;1;0;1;1;-2;+3;-1;+1;-1;+1;6;4;3;0;0;0;14;14;11;6;2;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Моск;Сонково;**;;;;*;· *;2;0;0;0;1;1;-4;+1;-5;-1;-5;-1;9;8;7;0;0;0;14;14;13;9;4;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Моск;Ржев;·;;;*;*;· *;1;0;0;1;1;2;-3;+1;-6;-1;-8;-0;12;10;10;0;0;0;13;13;12;7;4;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Чудово;;· *;· *;;;· *;0;1;1;0;0;1;-1;+4;+0;+3;-0;+3;3;2;2;1;1;1;14;16;11;8;4;4;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Малая Вишера;;·;· *;;;· *;0;1;1;0;0;2;-1;+4;+0;+2;-0;+3;3;2;2;1;1;1;14;15;11;8;3;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Тосно;;;· *;;;;0;0;1;0;0;0;-0;+4;+1;+3;-0;+3;3;2;1;1;1;1;15;17;10;7;4;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Санкт-Петербург;·;·;· *;;;;1;1;1;0;0;0;+1;+6;+2;+4;+0;+4;3;2;1;1;1;1;14;19;12;7;4;1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Мга;·;·;· *;;;· *;1;1;1;0;0;1;0;+5;+1;+4;0;+3;3;2;9;9;9;9;15;18;11;8;5;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Зеленогорск;·;·;;·;;;1;1;0;1;0;0;+2;+6;+3;+5;+2;+4;0;0;;;;;16;18;12;8;3;1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Выборг;;·;·;·;·;;0;1;1;1;1;0;+3;+7;+4;+7;+3;+5;0;0;;;;;17;18;12;9;4;1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
С.-Петер;Приозерск;;;;·;· *;;0;0;0;1;1;0;+1;+6;+3;+5;+2;+4;0;0;36;36;35;35;17;15;13;7;4;0;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СПб-В;Дно;·;;· *;;;· *;1;0;2;0;0;3;+0;+4;+0;+4;+1;+3;3;2;1;1;1;1;14;15;9;7;2;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СПб-В;Великие Луки;;· *;· *;;· *;· *;0;1;1;0;2;4;-1;+3;-1;+2;-0;+2;1;1;1;0;0;0;14;13;10;6;2;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СПб-В;Псков;·;·;·;;· *;· *;1;1;1;0;1;2;+1;+5;+1;+4;+1;+4;3;2;21;20;20;20;14;15;9;6;3;4;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СПб-В;Гатчина;;·;· *;;;;0;1;1;0;0;0;+1;+5;+1;+4;-0;+4;4;2;2;1;1;1;16;17;11;7;5;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
СПб-В;Усть-Луга;;·;;;;;0;1;0;0;0;0;+3;+7;+3;+6;+2;+5;0;0;;;;;18;17;11;9;4;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Волховстрой;·;·;· *;;;;1;1;1;0;0;0;-1;+5;+1;+3;+0;+3;3;2;1;1;1;1;16;16;11;8;4;1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Тихвин;·;·;· *;· *;;· *;1;1;1;1;0;1;-1;+5;+1;+3;+0;+3;3;2;1;1;1;1;14;14;11;7;3;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Бабаево;**;;· *;· *;;· *;3;0;1;1;0;1;-4;+2;-1;+1;-2;+1;16;10;7;6;5;5;14;13;12;7;2;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Нелазское;**;;· *;· *;;· *;4;0;1;1;0;1;-3;+2;-2;-0;-3;+1;10;7;5;5;5;5;13;14;12;7;3;2;+;-;+;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Хвойная;· *;· *;· *;· *;;· *;1;1;1;1;0;1;-3;+3;-0;+2;-2;+1;6;4;3;3;2;2;14;13;12;6;2;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Волх;Лодейное Поле;··;·;· *;;;;6;2;1;0;0;0;-2;+5;+1;+3;0;+3;11;6;3;2;2;2;13;15;12;7;3;1;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Петрозаводск;·;·;· *;;;;1;1;1;0;0;0;-2;+5;+1;+3;-0;+2;10;5;3;2;2;2;16;17;13;9;4;0;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Медвежья Гора;· *;·;;;;· *;2;1;0;0;0;1;-3;+4;+1;+3;-1;+1;19;10;5;4;3;2;15;17;14;10;5;2;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Беломорск;· *;·;· *;·;· *;;4;1;1;1;1;0;-2;+5;+2;+5;-0;+2;18;9;4;4;3;3;17;16;17;11;3;3;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Кемь;· *;· *;· *;·;· *;;4;1;2;1;1;0;-3;+4;+2;+5;-1;+1;0;0;17;16;16;16;16;13;17;11;4;4;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Костомукша;·;···;· *;;;;3;15;2;0;0;0;-3;+4;+0;+4;-2;-0;16;8;4;3;2;2;15;14;14;10;0;1;+;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Петр;Сортавала;·;·;·;;· *;·;2;1;1;0;1;1;+1;+5;+3;+5;+2;+4;0;0;;;;;14;16;13;8;4;0;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Кандалакша;***;· *;· *;· *;;;6;3;12;2;0;0;-3;+4;-2;+1;-8;-6;0;0;;;;;10;5;1;3;2;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Апатиты;***;· *;· *;**;;;6;1;10;2;0;0;-5;+3;-2;0;-9;-7;0;0;46;47;47;47;9;5;1;4;5;2;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Оленегорск;**;· *;**;*;;;2;2;2;1;0;0;-9;+1;-5;-3;-13;-9;31;26;24;25;25;25;3;2;3;1;1;3;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Полярный Круг;***;· *;· *;· *;;;6;6;10;2;0;0;-3;+4;-2;+1;-6;-3;0;0;;;;;12;8;5;4;4;7;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Мурманск;;*;;;;;0;1;0;0;0;0;-10;-4;-10;-5;-12;-5;22;22;22;22;22;22;2;1;1;14;6;15;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мурм;Магнетиты;*;*;;;;;1;1;0;0;0;0;-10;-4;-10;-5;-13;-6;24;24;24;24;24;24;3;1;1;11;4;13;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Исп.:ЦДИ Метео;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Нач. отдела  Е.А.Головков  т.2-76-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
